source_id,title,sjr_quartile,sjr,h_index,citations_per_doc,open_access,scope_text
21100827839,Unmanned Systems,Q1,0.7310,32,4.0700,False,"An unmanned system is a machine or device that is equipped with necessary data processing units, sensors, automatic control, and communications systems and is capable of performing missions autonomously without human intervention. Unmanned systems include unmanned aircraft, ground robots, underwater explorers, satellites, and other unconventional structures. Unmanned Systems (US) aims to cover all subjects related to the development of automatic machine systems, which include advanced technologies in unmanned hardware platforms (aerial, ground, underwater and unconventional platforms), unmanned software systems, energy systems, modeling and control, communications systems, computer vision systems, sensing and information processing, navigation and path planning, computing, information fusion, multi-agent systems, mission management, machine intelligence, artificial intelligence, and innovative application case studies. US welcomes original manuscripts in the following categories: research papers, which disseminate scientific findings contributing to solving technical issues underlying the development of unmanned systems; review articles and state-of-the-art surveys, which describe the latest in basic theories, principles, and innovative applications; short articles, which discuss the latest significant achievements and the future trends; and book reviews. Special issues related to the topics of US are welcome. A short proposal should be sent to the Editors-in-Chief. It should include a tentative title; the information of the Guest Editor(s); purpose and scope; possible contributors; and a tentative timetable. If the proposal is accepted, the Guest Editor(s) will be responsible for the special issue and should follow the normal US review process. Copies of the reviewed papers and the reviewers' comments should be given to the Editors-in-Chief for recording purposes."
98456,International Journal of Structural Stability and Dynamics,Q1,0.7010,56,4.4100,False,"The aim of this journal is to provide a unique forum for the publication and rapid dissemination of original research on stability and dynamics of structures. Papers that deal with conventional land-based structures, aerospace structures, marine structures, as well as biostructures and micro- and nano-structures are considered. Papers devoted to all aspects of structural stability and dynamics (both transient and vibration response), ranging from mathematical formulations, novel methods of solutions, to experimental investigations and practical applications in civil, mechanical, aerospace, marine, bio- and nano-engineering will be published. The important subjects of structural stability and structural dynamics are placed together in this journal because they share somewhat fundamental elements. In recognition of the considerable research interests and recent proliferation of papers in these subjects, it is hoped that the journal may help bring together papers focused on related subjects, including the state-of-the-art surveys, so as to provide a more effective medium for disseminating the latest developments to researchers and engineers. This journal features a section for technical notes that allows researchers to publish their initial findings or new ideas more speedily. Discussions of papers and concepts will also be published so that researchers can have a vibrant and timely communication with others."
29716,Reviews in Mathematical Physics,Q2,0.6950,57,1.4400,False,"Reviews in Mathematical Physics fills the need for a review journal in the field, but also accepts original research papers of high quality. The review papers - introductory and survey papers - are of relevance not only to mathematical physicists, but also to mathematicians and theoretical physicists interested in interdisciplinary topics. Original research papers are not subject to page limitations provided they are of importance to this readership. It is desirable that such papers have an expository part understandable to a wider readership than experts. Papers with the character of a scientific letter are usually not suitable for RMP."
19900192310,International Journal of Applied Mechanics,Q2,0.6650,55,3.1100,False,"The journal has as its objective the publication and wide electronic dissemination of innovative and consequential research in applied mechanics. IJAM welcomes high-quality original research papers in all aspects of applied mechanics from contributors throughout the world. The journal aims to promote the international exchange of new knowledge and recent development information in all aspects of applied mechanics. In addition to covering the classical branches of applied mechanics, namely solid mechanics, fluid mechanics, thermodynamics, and material science, the journal also encourages contributions from newly emerging areas such as biomechanics, electromechanics, the mechanical behavior of advanced materials, nanomechanics, and many other inter-disciplinary research areas in which the concepts of applied mechanics are extensively applied and developed."
28472,Fractals,Q1,0.6360,70,3.1000,False,"The investigation of phenomena involving complex geometry, patterns and scaling has gone through a spectacular development and applications in the past decades. For this relatively short time, geometrical and/or temporal scaling have been shown to represent the common aspects of many processes occurring in an unusually diverse range of fields including physics, mathematics, biology, chemistry, economics, engineering and technology, and human behavior. As a rule, the complex nature of a phenomenon is manifested in the underlying intricate geometry which in most of the cases can be described in terms of objects with non-integer (fractal) dimension. In other cases, the distribution of events in time or various other quantities show specific scaling behavior, thus providing a better understanding of the relevant factors determining the given processes. Using fractal geometry and scaling as a language in the related theoretical, numerical and experimental investigations, it has been possible to get a deeper insight into previously intractable problems. Among many others, a better understanding of growth phenomena, turbulence, iterative functions, colloidal aggregation, biological pattern formation, stock markets and inhomogeneous materials has emerged through the application of such concepts as scale invariance, self-affinity and multifractality. The main challenge of the journal devoted exclusively to the above kinds of phenomena lies in its interdisciplinary nature; it is our commitment to bring together the most recent developments in these fields so that a fruitful interaction of various approaches and scientific views on complex spatial and temporal behaviors in both nature and society could take place."
21100821159,Climate Change Economics,Q2,0.6280,35,2.6300,False,"Climate Change Economics (CCE) publishes theoretical and empirical papers devoted to analyses of mitigation, adaptation, impacts, and other issues related to the policy and management of greenhouse gases. CCE is specifically devoted to papers in economics although it is understood that authors may need to rely on other fields for important insights. The journal is interested in papers examining the issue at every scale from local to global and papers from around the world are encouraged. CCE is also interested in both original research and review papers and welcomes comments discussing previous articles."
23244,International Journal of Mathematics,Q2,0.6180,47,0.6900,False,"The International Journal of Mathematics publishes original papers in mathematics in general, but giving a preference to those in the areas of mathematics represented by the editorial board. The journal has been published monthly except in June and December to bring out new results without delay. Occasionally, expository papers of exceptional value may also be published. The first issue appeared in March 1990."
21101021536,Journal of Industrial Integration and Management,Q1,0.5970,30,5.8600,False,"The Journal of Industrial Integration and Management: Innovation & Entrepreneurship focuses on the technological innovation and entrepreneurship of the current transition towards industrial integration and informatization. This journal aims to provide insights into challenges, issues, and solutions related to industrial integration and industrial informatization through an interdisciplinary forum for researchers, practitioners, and policy makers from perspectives of innovation and entrepreneurship. The Journal of Industrial Integration and Management: Innovation & Entrepreneurship welcomes papers on innovation and entrepreneurship related to industrial integration and informatization. Empirical research and case study methods, as well as techniques developed in the mathematical sciences, computer science, manufacturing engineering, and industrial integration-centric engineering management are integral to this journal."
12337,International Journal of Bifurcation and Chaos,Q1,0.5960,120,2.4500,False,"The International Journal of Bifurcation and Chaos is widely regarded as a leading journal in the exciting fields of chaos theory and nonlinear science. Represented by an international editorial board comprising top researchers from a wide variety of disciplines, it is setting high standards in scientific and production quality. The journal has been reputedly acclaimed by the scientific community around the world, and has featured many important papers by leading researchers from various areas of applied sciences and engineering. The discipline of chaos theory has created a universal paradigm, a scientific parlance, and a mathematical tool for grappling with complex dynamical phenomena. In every field of applied sciences (astronomy, atmospheric sciences, biology, chemistry, economics, geophysics, life and medical sciences, physics, social sciences, ecology, etc.) and engineering (aerospace, chemical, electronic, civil, computer, information, mechanical, software, telecommunication, etc.), the local and global manifestations of chaos and bifurcation have burst forth in an unprecedented universality, linking scientists heretofore unfamiliar with one another's fields, and offering an opportunity to reshape our grasp of reality."
11800154589,Journal of Algebra and its Applications,Q2,0.5850,32,0.7400,False,"The Journal of Algebra and Its Applications will publish papers both on theoretical and on applied aspects of Algebra. There is special interest in papers that point out innovative links between areas of Algebra and fields of application. As the field of Algebra continues to experience tremendous growth and diversification, we intend to provide the mathematical community with a central source for information on both the theoretical and the applied aspects of the discipline. While the journal will be primarily devoted to the publication of original research, extraordinary expository articles that encourage communication between algebraists and experts on areas of application as well as those presenting the state of the art on a given algebraic sub-discipline will be considered."
23230,International Journal of Algebra and Computation,Q2,0.5650,37,0.6000,False,"The International Journal of Algebra and Computation publishes high quality original research papers in combinatorial, algorithmic and computational aspects of algebra (including combinatorial and geometric group theory and semigroup theory, algorithmic aspects of universal algebra, computational and algorithmic commutative algebra, probabilistic models related to algebraic structures, random algebraic structures), and gives a preference to papers in the areas of mathematics represented by the editorial board."
79036,Pacific Symposium on Biocomputing,Q2,0.5630,81,0.9600,False,"The Pacific Symposium on Biocomputing (PSB) is an international, multidisciplinary conference for the presentation and discussion of current research in the theory and application of computational methods in problems of biological significance."
12441,Open Systems and Information Dynamics,Q2,0.5330,36,1.3400,False,"The aim of this journal is to promote interdisciplinary research in mathematics, physics, engineering and life sciences centered around the issues of broadly understood information processing, storage and transmission, in both quantum and classical settings. Our special interest lies in the information-theoretic approach to phenomena dealing with dynamics and thermodynamics, control, communication, filtering, memory and cooperative behaviour, etc., in open complex systems. The following topics are particularly welcome: theory of quantum information, including entropy, entanglement and measurement, quantum communication, computing and cryptography; open systems, decoherence, classical and quantum noise; bioinformatics; information/entropy flow in complex dynamical systems; complexity theory of classical and quantum systems; other models of information processing. Understandably, this list does not exclude other possible topics. The journal is intended to present theoretically oriented material (even purely mathematical) as well as contributions of applied character."
11700154720,International Journal of Number Theory,Q2,0.5310,27,0.5500,False,"This journal publishes original research papers and review articles on all areas of Number Theory, including elementary number theory, analytic number theory, algebraic number theory, arithmetic algebraic geometry, geometry of numbers, diophantine equations, diophantine approximation, transcendental number theory, probabilistic number theory, modular forms, multiplicative number theory, additive number theory, partitions, and computational number theory."
21100198432,International Journal of Biomathematics,Q2,0.5270,38,2.1300,False,"The goal of this journal is to present the latest achievements in biomathematics, facilitate international academic exchanges and promote the development of biomathematics. Its research fields include mathematical ecology, infectious disease dynamical system, biostatistics and bioinformatics. Only original papers will be considered. Submission of a manuscript indicates a tacit understanding that the paper is not actively under consideration for publication with other journals. As submission and reviewing processes are handled electronically whenever possible, the journal promises rapid publication of articles. The International Journal of Biomathematics is published bimonthly."
21101167539,"Guidance, Navigation and Control",Q2,0.5200,9,2.0200,False,"Guidance, Navigation and Control (GNC) will report on advances in the understanding and utilization of guidance, navigation and control theories, technologies and systems. The journal serves as a platform for academic exchange by experts, scholars and researchers in these fields. The following subjects are of particular interest to the journal: -Modeling , analysis and design of dynamics, control and guidance systems- Stability, optimization, electronics, avionics, and information processing related to various vehicle systems (marine, ground, aeronautical, and astronautical systems)- Theoretical and empirical research in guidance, navigation and control technologies- Application of guidance, navigation and control technologies to real-world problems"
15900154757,Journal of Earthquake and Tsunami,Q2,0.5200,26,2.6000,False,"Journal of Earthquake and Tsunami provides a common forum for scientists and engineers working in the areas of earthquakes and tsunamis to communicate and interact with one another and thereby enhance the opportunities for such cross-fertilization of ideas. The Journal publishes original papers pertaining to state-of-the-art research and development in Geological and Seismological Setting; Ground Motion, Site and Building Response; Tsunami Generation, Propagation, Damage and Mitigation, as well as Education and Risk Management following an earthquake or a tsunami. We welcome papers in the following categories: Geological and Seismological Aspects Tectonics: (Geology - earth processes) Fault processes and earthquake generation: seismology (earthquake processes) Earthquake wave propagation: geophysics Remote sensing Earthquake Engineering Geotechnical hazards and response Effects on buildings and structures Risk analysis and management Retrofitting and remediation Education and awareness Material Behaviour Soil Reinforced concrete Steel Tsunamis Tsunamigenic sources Tsunami propagation: Physical oceanography Run-up and damage: wave hydraulics."
21100825516,Random Matrices: Theory and Application,Q2,0.5110,22,0.6600,False,"Random Matrix Theory (RMT) has a long and rich history and has, especially in recent years, shown to have important applications in many diverse areas of mathematics, science, and engineering. The scope of RMT and its applications include the areas of classical analysis, probability theory, statistical analysis of big data, as well as connections to graph theory, number theory, representation theory, and many areas of mathematical physics. Applications of Random Matrix Theory continue to present themselves and new applications are welcome in this journal. Some examples are orthogonal polynomial theory, free probability, integrable systems, growth models, wireless communications, signal processing, numerical computing, complex networks, economics, statistical mechanics, and quantum theory. Special issues devoted to single topic of current interest will also be considered and published in this journal."
28074,International Journal of Modern Physics D,Q2,0.5100,97,2.0000,False,"Gravitation, astrophysics and cosmology are exciting and rapidly advancing fields of research. This journal aims to accommodate and promote this expansion of information and ideas and it features research papers and reviews on theoretical, observational and experimental findings in these fields. Among the topics covered are general relativity, quantum gravity, gravitational experiments, quantum cosmology, observational cosmology, particle cosmology, large scale structure, high energy astrophysics, compact objects, cosmic particles and radiation."
4700152703,Stochastics and Dynamics,Q2,0.5030,28,0.7500,False,"This interdisciplinary journal is devoted to publishing high quality papers in modeling, analyzing, quantifying and predicting stochastic phenomena in science and engineering from a dynamical system's point of view. Papers can be about theory, experiments, algorithms, numerical simulation and applications. Papers studying the dynamics of stochastic phenomena by means of random or stochastic ordinary, partial or functional differential equations or random mappings are particularly welcome, and so are studies of stochasticity in deterministic systems."
21100826328,Journal of Astronomical Instrumentation,Q2,0.4960,31,1.4300,False,"The Journal of Astronomical Instrumentation (JAI) publishes papers describing instruments and components being proposed, developed, under construction and in use. JAI also publishes papers that describe facility operations, lessons learned in design, construction, and operation, algorithms and their implementations, and techniques, including calibration, that are fundamental elements of instrumentation. The journal focuses on astronomical instrumentation topics in all wavebands (Radio to Gamma-Ray) and includes the disciplines of Heliophysics, Space Weather, Lunar and Planetary Science, Exoplanet Exploration, and Astroparticle Observation (cosmic rays, cosmic neutrinos, etc.). Concepts, designs, components, algorithms, integrated systems, operations, data archiving techniques and lessons learned applicable but not limited to the following platforms are pertinent to this journal. Example topics are listed below each platform, and it is recognized that many of these topics are relevant to multiple platforms. Relevant platforms include: Ground-based observatories[...] Stratospheric aircraft[...] Balloons and suborbital rockets[...] Space-based observatories and systems[...] Landers and rovers, and other planetary-based instrument concepts[...]"
29577,Journal of Biological Systems,Q2,0.4870,39,1.7000,False,"The Journal of Biological Systems is published quarterly. The goal of the Journal is to promote interdisciplinary approaches in Biology and in Medicine, and the study of biological situations with a variety of tools, including mathematical and general systems methods. The Journal solicits original research papers and survey articles in areas that include (but are not limited to): Complex systems studies; isomorphies; nonlinear dynamics; entropy; mathematical tools and systems theories with applications in Biology and Medicine. Interdisciplinary approaches in Biology and Medicine; transfer of methods from one discipline to another; integration of biological levels, from atomic to molecular, macromolecular, cellular, and organic levels; animal biology; plant biology. Environmental studies; relationships between individuals, populations, communities and ecosystems; bioeconomics, management of renewable resources; hierarchy theory; integration of spatial and time scales. Evolutionary biology; co-evolutions; genetics and evolution; branching processes and phyllotaxis. Medical systems; physiology; cardiac modeling; computer models in Medicine; cancer research; epidemiology. Numerical simulations and computations; numerical study and analysis of biological data. Epistemology; history of science. The journal will also publish book reviews."
21100198447,Journal of Topology and Analysis,Q2,0.4850,21,0.3700,False,"This journal is devoted to topology and analysis, broadly defined to include, for instance, differential geometry, geometric topology, geometric analysis, geometric group theory, index theory, noncommutative geometry, and aspects of probability on discrete structures, and geometry of Banach spaces. We welcome all excellent papers that have a geometric and/or analytic flavor that fosters the interactions between these fields. Papers published in this journal should break new ground or represent definitive progress on problems of current interest. On rare occasion, we will also accept survey papers."
4700152646,International Journal of Information Technology and Decision Making,Q2,0.4780,57,2.4200,True,"International Journal of Information Technology and Decision Making (IJITDM) provides a global forum for exchanging research findings and case studies which bridge the latest information technology and various decision-making techniques. It promotes how information technology improves decision techniques as well as how the development of decision-making tools affects the information technology era. The journal is peer-reviewed and publishes both high-quality academic (theoretical or empirical) and practical papers in the broad ranges of information technology related topics including, but not limited to the following: • Artificial Intelligence and Decision Making • Bio-informatics and Medical Decision Making • Cluster Computing and Performance • Data Mining and Web Mining • Data Warehouse and Applications • Database Performance Evaluation • Decision Making and Distributed Systems • Decision Making and Electronic Transaction and Payment • Decision Making of Internet Companies • Decision Making on Information Security • Decision Models for Electronic Commerce • Decision Models for Internet Based on Companies • Decision Support Systems • Decision Technologies in Information System Design • Digital Library Designs • Economic Decisions and Information Systems • Enterprise Computing and Evaluation • Fuzzy Logic and Internet • Group Decision Making and Software • Habitual Domain and Information Technology • Human Computer Interaction • Information Ethics and Legal Evaluations • Information Overload • Information Policy Making • Information Retrieval Systems • Information Technology and Organizational Behavior • Intelligent Agents Technologies • Intelligent and Fuzzy Information Processing • Internet Service and Training • Knowledge Representation Models • Making Decision through Internet • Multimedia and Decision Making [...]"
29804,International Journal of Accounting,Q2,0.4760,71,2.1800,False,"The aim of The International Journal of Accounting is to advance the academic and professional understanding of accounting theory, policies and practice from the international perspective and viewpoint. The Journal editorial recognizes that international accounting is influenced by a variety of forces, e.g., governmental, political and economic. Thus, the primary criterion for manuscript evaluation is the incremental contribution to international accounting literature and the forces that impact the field. The Journal aims at understanding the present and potential ability of accounting to aid in analyzing and interpreting international economic transactions and the economic consequences of such reporting. These transactions may be within a profit or non-profit environment. The Journal encourages a broad view of the origins and development of accounting with an emphasis on its functions in an increasingly interdependent global economy. The Journal also welcomes manuscripts that help explain current international accounting practices, with related theoretical justifications, and identify criticisms of current policies and practice. Other than occasional commissioned papers or special issues, all the manuscripts published in the Journal are selected by the editors after the normal double-blind refereeing process."
21100457432,Journal of Advanced Dielectrics,Q2,0.4750,28,2.5600,True,"The Journal of Advanced Dielectrics is an international peer-reviewed journal for original contributions on the understanding and applications of dielectrics in modern electronic devices and systems. The journal seeks to provide an interdisciplinary forum for the rapid communication of novel research of high quality in, but not limited to, the following topics: Fundamentals of dielectrics (ab initio or first-principles calculations, density functional theory, phenomenological approaches). Polarization and related phenomena (spontaneous polarization, domain structure, polarization reversal). Dielectric relaxation (universal relaxation law, relaxor ferroelectrics, giant permittivity, flexoelectric effect). Ferroelectric materials and devices (single crystals and ceramics). Thin/thick films and devices (ferroelectric memory devices, capacitors). Piezoelectric materials and applications (lead-based piezo-ceramics and crystals, lead-free piezoelectrics). Pyroelectric materials and devices Multiferroics (single phase multiferroics, composite ferromagnetic ferroelectric materials). Electrooptic and photonic materials. Energy harvesting and storage materials (polymer, composite, super-capacitor). Phase transitions and structural characterizations. Microwave and milimeterwave dielectrics. Nanostructure, size effects and characterizations. Engineering dielectrics for high voltage applications (insulation, electrical breakdown). Modeling (microstructure evolution and microstructure-property relationships, multiscale modeling of dielectrics)."
19900192592,Journal of Innovative Optical Health Sciences,Q2,0.4580,34,2.5700,True,"JIOHS serves as an international forum for the publication of the latest developments in all areas of photonics in biology and medicine. JIOHS will consider for publication original papers in all disciplines of photonics in biology and medicine, including but not limited to: -Photonic therapeutics and diagnostics- Optical clinical technologies and systems- Tissue optics- Laser-tissue interaction and tissue engineering- Biomedical spectroscopy- Advanced microscopy and imaging- Nanobiophotonics and optical molecular imaging- Multimodal and hybrid biomedical imaging- Micro/nanofabrication- Medical microsystems- Optical coherence tomography- Photodynamic therapy. JIOHS provides a vehicle to help professionals, graduates, engineers, academics and researchers working in the field of intelligent photonics in biology and medicine to disseminate information on the state-of-the-art technique."
21100828447,Interdisciplinary Mathematical Sciences,Q2,0.4490,2,1.0000,False,"This book series will include expository books, textbooks and research monographs dealing with the interactions between mathematical sciences and other scientific disciplines such as engineering sciences, physical sciences, life sciences and social sciences."
11700154321,International Journal of Innovation Management,Q2,0.4320,61,1.6300,False,"The International Journal of Innovation (IJIM) is the official journal of the International Society of Professional Innovation Management (ISPIM). Both the IJIM and ISPIM adopt a multi-disciplinary approach to addressing the many challenges of managing innovation, rather than a narrow focus on a single aspect such as technology, R&D or new product development. Both are also international, inclusive & practical, and encourage active interaction between academics, managers and consultants."
4700152702,International Journal of Geometric Methods in Modern Physics,Q2,0.4320,47,2.2600,False,"This journal publishes short communications, research and review articles devoted to all applications of geometric methods (including commutative and non-commutative Differential Geometry, Riemannian Geometry, Finsler Geometry, Complex Geometry, Lie Groups and Lie Algebras, Bundle Theory, Homology an Cohomology, Algebraic Geometry, Global Analysis, Category Theory, Operator Algebra and Topology) in all fields of Mathematical and Theoretical Physics, including in particular: Classical Mechanics (Lagrangian, Hamiltonian, Poisson formulations); Quantum Mechanics (also semi-classical approximations); Hamiltonian Systems of ODE's and PDE's and Integrability; Variational Structures of Physics and Conservation Laws; Thermodynamics of Systems and Continua (also Quantum Thermodynamics and Statistical Physics); General Relativity and other Geometric Theories of Gravitation; geometric models for Particle Physics; Supergravity and Supersymmetric Field Theories; Classical and Quantum Field Theory (also quantization over curved backgrounds); Gauge Theories; Topological Field Theories; Strings, Branes and Extended Objects Theory; Holography; Quantum Gravity, Loop Quantum Gravity and Quantum Cosmology; applications of Quantum Groups; Quantum Computation; Control Theory; Geometry of Chaos."
19900191975,Journal of Uncertain Systems,Q2,0.4220,22,1.7500,False,
21100838016,Quarterly Journal of Finance,Q3,0.4070,27,0.4800,False,"The Quarterly Journal of Finance publishes high-quality papers in all areas of finance, including corporate finance, asset pricing, financial econometrics, international finance, macro-finance, behavioral finance, banking and financial intermediation, capital markets, risk management and insurance, derivatives, quantitative finance, corporate governance and compensation, investments and entrepreneurial finance."
4900152403,International Journal of Computational Methods,Q2,0.4070,45,1.7400,False,"The purpose of this journal is to provide a unique forum for the fast publication and rapid dissemination of original research results and innovative ideas on the state-of-the-art on computational methods. The methods should be innovative and of high scholarly, academic and practical value. The journal is devoted to all aspects of modern computational methods including mathematical formulations and theoretical investigations; interpolations and approximation techniques; error analysis techniques and algorithms; fast algorithms and real-time computation; multi-scale bridging algorithms; adaptive analysis techniques and algorithms; implementation, coding and parallelization issues; novel and practical applications. The articles can involve theory, algorithm, programming, coding, numerical simulation and/or novel application of computational techniques to problems in engineering, science, and other disciplines related to computations. Examples of fields covered by the journal are: Computational mechanics for solids and structures, Computational fluid dynamics, Computational heat transfer, Computational inverse problem, Computational mathematics, Computational meso/micro/nano mechanics, Computational biology, Computational penetration mechanics, Meshfree methods, Particle methods, Molecular and Quantum methods, Advanced Finite element methods, Advanced Finite difference methods, Advanced Finite volume methods, High-performance computing techniques."
21100409406,"Journal of International Commerce, Economics and Policy",Q2,0.4070,19,2.0900,False,"Journal of International Commerce, Economics and Policy (JICEP) is a peer-reviewed journal that seeks to publish high-quality research papers that explore important dimensions of the global economic system (including trade, finance, investment and labor flows). JICEP is particularly interested in potentially influential research that is analytical or empirical but with heavy emphasis on international dimensions of economics, business and related public policy. Papers must aim to be thought-provoking and combine rigor with readability so as to be of interest to both researchers as well as policymakers. JICEP is not region-specific and especially welcomes research exploring the growing economic interdependence between countries and regions."
28073,International Journal of Modern Physics A,Q2,0.4020,113,1.2000,False,"Started in 1986, IJMPA has gained international repute as a high-quality scientific journal. It consists of important review articles and original papers covering the latest research developments in Particles and Fields, and selected topics intersecting with Gravitation and Cosmology. The journal also features articles of long-standing value and importance which can be vital to research into new unexplored areas."
